;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;4,37%;2,93%;4,21%;4,26%;3,13%;4,96%;3,22%;3,42%;2,98%
Div;4.43;3.28;4.35;4.3;4.26;4.21;4.15;4.04;3.96
P/L;25.79;33.4;37.26;21.77;42.28;52.07;28.11;37.28;33.52
PEG Ratio;1,43;-;-;-;-;-;-;-;-
P/VP;2,72;3,02;2,88;2,78;4,15;2,61;3,83;3,72;4,25
EV/EBITDA;28,53;16,01;17,40;12,64;19,20;17,07;15,75;19,24;18,34
EV/EBIT;119,74;26,35;30,69;18,17;30,27;30,17;22,16;31,78;26,44
P/EBITDA;18,61;10,98;11,48;8,27;14,00;10,96;11,74;14,09;13,67
P/EBIT;78,12;18,07;20,26;11,89;22,07;19,38;16,52;23,28;19,72
VPA;37,26;37,02;35,80;36,32;32,83;32,57;33,57;31,76;31,24
P/Ativo;0,99;1,13;1,01;1,00;1,41;0,85;1,43;1,39;1,54
LPA;3.93;3.35;2.77;4.64;3.22;1.63;4.58;3.17;3.96
P/SR;6,97;7,98;7,53;7,65;11,26;7,71;10,39;9,52;11,24
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-0,99;-1,13;-1,01;-1,00;-1,41;-0,85;-1,43;-1,39;-1,54
Dív. líquida/PL;1,45;1,39;1,48;1,47;1,54;1,46;1,31;1,36;1,45
Dív. líquida/EBITDA;9,92;5,03;5,91;4,37;5,20;6,10;4,01;5,14;4,66
Dív. líquida/EBIT;41,62;8,28;10,43;6,28;8,20;10,79;5,65;8,50;6,73
PL/Ativos;0,36;0,37;0,35;0,36;0,34;0,32;0,37;0,37;0,36
Passivos/Ativos;0,62;0,61;0,63;0,62;0,63;0,66;0,61;0,61;0,62
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;16,70%;67,42%;67,93%;66,79%;66,71%;65,27%;68,07%;68,55%;68,19%
M. EBITDA;37,42%;72,63%;65,61%;92,50%;80,47%;70,30%;88,52%;67,59%;82,19%
M. EBIT;8,92%;44,13%;37,19%;64,35%;51,04%;39,77%;62,90%;40,91%;56,99%
M. Líquida;27,01%;23,88%;20,22%;35,13%;26,65%;14,80%;36,96%;25,55%;33,53%
ROE;10,54%;9,05%;7,73%;12,78%;9,82%;5,02%;13,64%;9,97%;12,68%
ROA;3,82%;3,37%;2,71%;4,58%;3,33%;1,63%;5,09%;3,72%;4,58%
ROIC;1,40%;6,90%;5,54%;9,37%;7,22%;4,85%;9,83%;6,70%;8,78%
Giro ativos;0,14;0,14;0,13;0,13;0,12;0,11;0,14;0,15;0,14
CAGR Receitas 5 anos;5,14%;4,34%;4,62%;3,48%;2,35%;6,40%;7,51%;7,19%;7,78%
CAGR Lucros 5 anos;-3,56%;-0,41%;5,86%;0,91%;-8,81%;16,77%;8,45%;14,01%;11,86%
