;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;-%;-%;-%;-%;-%;-%;-%;-%
Div;;;;;;;;;
P/L;62.34;94.19;106.57;82.02;137.66;90.36;79.83;48.92;39.23
PEG Ratio;1,88;-;-;-;-;-;-;-;-
P/VP;5,46;7,31;6,02;5,13;9,56;8,86;7,23;5,45;5,58
EV/EBITDA;85,62;52,75;46,23;36,72;73,00;-;48,31;32,33;29,62
EV/EBIT;247,39;78,33;81,82;65,97;127,31;96,71;71,48;45,14;39,29
P/EBITDA;87,17;53,11;45,03;34,72;69,91;-;49,46;33,15;30,67
P/EBIT;251,89;78,88;79,70;62,38;121,93;100,57;73,18;46,28;40,69
VPA;83,73;78,87;69,47;62,81;56,25;49,25;41,48;34,13;31,72
P/Ativo;3,60;4,78;3,78;2,87;4,70;6,75;5,34;4,03;4,13
LPA;7.33;6.12;3.92;3.93;3.91;4.83;3.76;3.8;4.51
P/SR;8,55;11,59;9,06;7,28;13,96;15,76;10,77;7,71;7,91
P/Cap. Giro;418,62;66,04;-125,80;-317,32;164,84;32,08;68,56;75,97;44,54
P/Ativo Circ. Liq.;-5,28;-6,63;-4,63;-3,51;-5,90;-11,78;-7,74;-5,67;-6,10
Dív. líquida/PL;-0,10;-0,05;0,16;0,30;0,42;-0,34;-0,17;-0,13;-0,19
Dív. líquida/EBITDA;-1,56;-0,36;1,20;2,00;3,08;-;-1,15;-0,82;-1,06
Dív. líquida/EBIT;-4,51;-0,54;2,12;3,60;5,38;-3,86;-1,70;-1,15;-1,40
PL/Ativos;0,66;0,65;0,63;0,56;0,49;0,76;0,74;0,74;0,74
Passivos/Ativos;0,34;0,35;0,37;0,44;0,51;0,24;0,26;0,26;0,26
Liq. corrente;1,03;1,35;0,86;0,95;1,16;1,97;1,34;1,22;1,40
M. Bruta;46,06%;43,77%;44,12%;42,37%;44,57%;48,58%;47,58%;47,00%;47,49%
M. EBITDA;9,81%;21,82%;20,12%;20,97%;19,97%;-%;21,77%;23,27%;25,79%
M. EBIT;3,39%;14,69%;11,37%;11,67%;11,45%;15,68%;14,71%;16,67%;19,44%
M. Líquida;13,72%;12,30%;8,50%;8,88%;10,14%;17,45%;13,49%;15,77%;20,17%
ROE;8,75%;7,76%;5,65%;6,26%;6,95%;9,81%;9,06%;11,13%;14,23%
ROA;5,78%;5,08%;3,55%;3,50%;3,41%;7,47%;6,69%;8,23%;10,52%
ROIC;0,27%;6,75%;5,29%;5,33%;4,91%;7,82%;9,06%;11,13%;13,20%
Giro ativos;0,42;0,41;0,42;0,39;0,34;0,43;0,50;0,52;0,52
CAGR Receitas 5 anos;14,50%;15,85%;17,08%;15,95%;13,57%;17,12%;17,55%;18,28%;19,69%
CAGR Lucros 5 anos;12,41%;2,39%;-0,64%;7,27%;24,60%;19,98%;30,41%;38,73%;32,77%
